restaurant_id,number_of_items,cuisine_type,order_hour,day_of_week,restaurant_load,historical_avg_prep_time,food_preparation_time
1072,2,Fast Food,14,Thu,Medium,29,39.2
1092,5,Fast Food,18,Wed,Low,14,17.4
1031,7,Italian,22,Sun,Medium,14,34.2
1009,1,Italian,13,Fri,High,20,37.4
1051,6,Indian,18,Mon,Medium,28,44.4
1029,6,Chinese,20,Thu,Low,14,38.3
1078,3,Chinese,22,Thu,Low,30,41.2
1040,5,South Indian,19,Mon,Medium,17,34.0
1041,8,Italian,13,Sun,Low,16,39.0
1086,8,Fast Food,9,Tue,High,17,36.7
1011,6,Fast Food,12,Tue,High,22,35.5
1023,7,South Indian,10,Thu,Low,14,24.3
1001,1,Chinese,14,Tue,Medium,27,37.9
1046,1,Fast Food,11,Sat,Low,18,16.7
1021,6,Chinese,8,Mon,High,11,31.4
1090,2,South Indian,19,Sun,Medium,25,40.7
1036,5,Chinese,19,Thu,Medium,23,31.5
1054,1,Chinese,13,Mon,Medium,26,31.0
1087,6,Chinese,13,Tue,Medium,15,32.3
1057,1,Fast Food,14,Mon,Medium,12,18.6
1001,8,Indian,22,Tue,Medium,26,44.1
1063,6,Italian,23,Sun,Medium,22,47.7
1054,5,Chinese,18,Tue,Medium,15,30.7
1055,6,Chinese,15,Mon,Low,17,33.7
1040,3,Chinese,22,Sun,Low,15,26.1
1015,6,Indian,10,Tue,Medium,25,37.0
1021,6,South Indian,21,Sat,Medium,15,33.3
1047,7,Fast Food,13,Wed,Medium,26,41.1
1073,8,Indian,17,Mon,High,30,51.8
1053,5,Chinese,9,Wed,Low,12,24.2
1009,7,Indian,20,Mon,Low,21,40.1
1074,6,Indian,21,Tue,Low,15,33.4
1052,5,Indian,16,Tue,Medium,30,49.1
1057,3,South Indian,9,Sun,Medium,16,33.2
1026,5,Italian,10,Thu,Medium,20,33.2
1041,1,Fast Food,19,Sat,Low,18,18.7
1035,7,South Indian,22,Thu,Medium,25,37.0
1063,5,South Indian,22,Wed,High,14,34.4
1025,8,Italian,20,Tue,High,24,54.2
1090,3,South Indian,17,Thu,High,30,40.7
1075,4,Indian,19,Tue,High,13,38.3
1038,6,Indian,19,Mon,High,14,37.6
1002,5,Chinese,9,Thu,Low,16,19.7
1007,6,South Indian,16,Wed,Low,12,15.8
1082,2,Chinese,8,Sun,Low,13,15.3
1091,1,Fast Food,12,Thu,Medium,24,28.3
1034,7,Indian,23,Tue,High,11,34.0
1091,1,Fast Food,8,Fri,Low,14,10.7
1017,2,Italian,12,Fri,Medium,16,25.2
1043,2,Indian,15,Sun,Medium,26,35.6
1059,7,Fast Food,15,Sun,High,17,35.2
1051,5,Italian,18,Sat,Medium,18,33.8
1054,2,Fast Food,15,Sun,High,19,26.8
1024,4,Italian,9,Tue,Medium,20,30.7
1025,6,Italian,15,Mon,Medium,10,25.4
1071,6,Indian,19,Thu,Medium,24,45.1
1052,3,Chinese,12,Sun,Medium,17,30.7
1070,8,Italian,22,Fri,Low,28,41.9
1088,2,Italian,8,Mon,Medium,21,34.2
1033,2,Indian,14,Tue,High,15,31.5
1049,4,Chinese,20,Mon,Medium,19,33.6
1029,1,South Indian,13,Tue,Medium,14,25.0
1063,1,South Indian,12,Sat,Medium,16,25.7
1022,6,Chinese,8,Thu,Medium,16,27.2
1026,6,Fast Food,21,Mon,Low,18,28.5
1028,5,Indian,21,Thu,Medium,24,46.4
1085,7,Chinese,23,Mon,Low,15,22.8
1049,8,South Indian,8,Tue,Low,25,38.1
1071,4,Italian,13,Tue,High,16,33.7
1081,7,South Indian,17,Mon,Low,24,33.2
1084,7,Italian,19,Sat,High,11,41.9
1049,3,Indian,14,Tue,Medium,17,32.7
1020,7,Italian,17,Wed,High,21,40.2
1086,3,Chinese,17,Wed,Low,20,29.1
1092,7,Italian,8,Thu,Medium,15,31.6
1063,4,Fast Food,23,Sun,Medium,29,39.8
1061,3,Chinese,16,Wed,High,22,40.9
1049,1,Indian,22,Wed,Medium,25,30.8
1071,3,Chinese,11,Sat,Low,17,27.2
1001,3,Fast Food,12,Sat,High,26,39.6
1096,4,Indian,9,Sun,Medium,22,34.0
1013,4,South Indian,21,Fri,Low,13,27.8
1094,3,Fast Food,19,Sun,Medium,29,41.7
1087,8,Indian,17,Fri,Medium,19,37.8
1051,2,Italian,20,Sat,Low,29,36.7
1056,8,Chinese,15,Fri,Medium,25,39.6
1083,4,Indian,21,Sat,Low,26,42.9
1062,8,Chinese,9,Fri,Medium,17,31.4
1032,8,Italian,10,Tue,High,20,46.3
1030,5,Indian,22,Sat,Medium,14,30.9
1029,5,South Indian,19,Sun,Medium,30,45.3
1049,1,Fast Food,22,Thu,Low,25,19.8
1045,7,Indian,16,Thu,Low,17,28.4
1093,3,Italian,9,Sat,Low,30,35.7
1030,2,Indian,21,Wed,Medium,25,33.0
1016,1,Chinese,13,Thu,Medium,13,24.1
1040,3,Indian,19,Sun,High,15,36.5
1019,8,South Indian,11,Wed,Low,30,49.0
1018,4,Indian,14,Thu,Medium,17,38.2
1001,5,Fast Food,21,Mon,Medium,18,35.9
1078,6,Indian,21,Mon,Medium,22,45.9
1047,2,Chinese,13,Sat,High,26,44.8
1066,8,Indian,17,Sun,Low,18,38.4
1092,6,South Indian,21,Sun,Low,22,38.9
1094,5,Italian,16,Thu,Medium,18,33.0
1038,8,Indian,21,Tue,Medium,15,43.1
1051,7,Indian,16,Wed,Low,19,35.4
1063,7,Fast Food,17,Thu,Low,14,21.6
1004,6,South Indian,11,Sat,Medium,16,33.0
1001,4,Italian,23,Wed,Medium,20,32.9
1008,8,Chinese,8,Fri,Low,18,35.7
1029,3,Indian,9,Sat,Medium,19,31.9
1055,8,Italian,23,Thu,Medium,20,38.6
1003,4,Chinese,15,Tue,Medium,12,21.7
1032,8,South Indian,21,Fri,High,17,44.8
1010,6,South Indian,17,Sat,Low,26,40.7
1074,4,Italian,15,Thu,High,16,34.1
1083,5,Chinese,21,Mon,Medium,21,38.8
1034,2,South Indian,22,Sun,High,25,42.8
1097,4,Italian,9,Thu,Medium,24,33.8
1087,8,South Indian,23,Mon,Medium,30,42.9
1055,5,South Indian,11,Mon,High,22,40.0
1092,2,South Indian,8,Sat,High,27,41.5
1032,7,Fast Food,14,Thu,Low,27,39.1
1050,3,Chinese,11,Sun,Low,14,18.4
1007,6,Italian,18,Thu,Medium,23,39.4
1093,8,Italian,21,Mon,High,20,54.8
1008,8,Chinese,15,Wed,Medium,12,26.4
1065,7,Chinese,16,Fri,Medium,26,42.1
1057,3,Chinese,19,Tue,Medium,21,35.6
1067,7,Chinese,16,Thu,High,12,32.3
1088,1,Indian,10,Fri,Medium,11,19.3
1087,7,Italian,12,Fri,Medium,13,29.3
1059,5,Indian,13,Wed,High,27,52.5
1072,2,South Indian,13,Fri,Medium,29,39.8
1054,8,South Indian,17,Thu,Medium,30,45.8
1067,7,Italian,15,Sat,Medium,23,43.4
1051,8,South Indian,13,Sat,Medium,17,43.8
1097,4,Chinese,13,Fri,Low,11,18.5
1092,3,Indian,11,Thu,Low,28,37.5
1008,7,Chinese,14,Thu,Medium,19,38.4
1034,2,South Indian,21,Mon,Medium,14,27.5
1035,5,Indian,21,Wed,Medium,20,38.0
1096,1,Chinese,15,Sun,Low,18,24.9
1088,8,Italian,10,Tue,Medium,25,44.3
1078,3,Chinese,14,Sun,Medium,14,28.6
1032,6,South Indian,10,Mon,Medium,24,36.5
1046,2,Indian,15,Tue,Low,23,32.2
1016,6,Italian,8,Sun,Medium,18,37.0
1068,2,Indian,8,Thu,High,29,42.2
1037,2,Italian,21,Sat,Low,14,30.0
1054,5,Indian,13,Mon,Medium,24,46.6
1085,5,South Indian,17,Sun,Medium,18,30.5
1014,5,Italian,16,Fri,Medium,13,26.4
1095,7,Fast Food,19,Fri,Medium,30,41.3
1055,4,Indian,21,Tue,Medium,30,50.8
1048,2,Indian,11,Thu,Medium,13,22.6
1082,3,Chinese,13,Sat,Medium,29,48.4
1007,6,Italian,23,Tue,Low,30,36.0
1074,5,Fast Food,19,Sun,Low,16,27.2
1007,7,South Indian,12,Sun,Medium,24,43.1
1033,5,Chinese,19,Sat,Low,26,36.6
1023,6,Fast Food,22,Sun,High,27,46.8
1085,6,Italian,8,Wed,High,16,35.8
1019,8,Fast Food,13,Sat,High,28,49.1
1019,2,Indian,16,Fri,High,19,32.1
1036,5,Indian,22,Sun,Medium,22,41.4
1029,6,Chinese,22,Sun,High,11,31.1
1060,4,Italian,19,Mon,Low,29,42.1
1082,4,Italian,10,Mon,Low,20,26.9
1002,5,Fast Food,18,Mon,High,14,21.0
1001,7,Chinese,22,Sat,Low,15,32.5
1047,6,Italian,10,Fri,High,12,35.2
1069,8,Indian,21,Sat,Medium,10,41.8
1020,2,Fast Food,9,Thu,High,12,19.6
1011,2,South Indian,20,Fri,Low,12,21.1
1002,7,Indian,11,Fri,Medium,13,26.8
1067,8,Chinese,17,Sat,Low,16,34.1
1087,2,Italian,10,Sat,High,24,39.6
1012,8,Indian,19,Mon,Low,20,41.2
1020,1,South Indian,9,Fri,Medium,27,28.4
1005,5,South Indian,8,Mon,Low,21,32.4
1037,2,Chinese,10,Thu,Low,13,11.6
1038,4,Indian,23,Wed,Medium,20,34.0
1094,6,Fast Food,17,Mon,Low,15,18.0
1009,8,Indian,23,Sat,Medium,28,57.8
1098,8,South Indian,13,Sun,Low,27,50.5
1053,3,Chinese,16,Tue,Medium,24,33.3
1044,7,Chinese,18,Wed,Medium,12,25.5
1099,3,Fast Food,12,Thu,Low,26,29.1
1086,2,Chinese,22,Sun,Medium,10,10.8
1024,3,Chinese,10,Sat,High,11,29.6
1081,3,Chinese,23,Wed,Low,28,34.9
1074,1,Chinese,21,Sat,Low,18,29.2
1030,8,Chinese,12,Mon,Medium,17,37.9
1059,4,South Indian,12,Sun,Medium,21,32.5
1087,7,Indian,12,Sat,Medium,24,47.2
1096,4,Italian,19,Sun,Medium,16,34.2
1081,1,Chinese,19,Thu,High,30,43.3
1081,1,Italian,23,Tue,Low,25,24.7
1014,3,Italian,14,Mon,Medium,16,30.6
1009,5,South Indian,12,Mon,Medium,29,44.3
1040,8,Chinese,14,Sun,Medium,30,61.5
1066,6,Italian,16,Thu,High,21,41.0
1025,8,Chinese,12,Thu,Medium,26,42.5
1073,6,Fast Food,9,Wed,High,20,38.8
1022,3,Fast Food,12,Tue,Medium,13,18.7
1004,6,Fast Food,15,Sat,Low,28,36.9
1026,1,Italian,19,Wed,Low,11,15.5
1058,4,Fast Food,11,Sat,Medium,11,24.5
1029,6,South Indian,9,Sat,Medium,26,43.1
1098,8,South Indian,17,Sat,Low,18,34.4
1087,7,Italian,10,Wed,Medium,10,29.2
1037,3,Chinese,16,Mon,Medium,19,28.5
1075,5,Indian,16,Thu,Low,24,39.4
1070,3,Chinese,15,Mon,Low,30,38.4
1018,2,Chinese,15,Tue,High,24,34.9
1085,3,Chinese,15,Wed,Medium,30,39.7
1042,1,Chinese,15,Tue,Medium,11,15.0
1100,4,Indian,23,Thu,Medium,23,41.9
1041,4,Fast Food,15,Thu,Medium,13,17.0
1038,7,Chinese,8,Fri,Low,27,39.2
1034,6,South Indian,13,Tue,Medium,18,37.9
1017,1,Italian,19,Mon,Medium,11,24.3
1037,2,Italian,16,Sun,Medium,11,24.6
1025,1,South Indian,15,Tue,Low,27,30.2
1076,3,Chinese,10,Wed,Low,26,33.5
1087,1,Indian,18,Thu,High,18,29.5
1086,1,Fast Food,8,Thu,Medium,17,16.2
1085,7,Italian,9,Tue,Medium,11,28.7
1027,2,Fast Food,18,Tue,Medium,11,11.9
1057,3,Indian,22,Sat,High,14,31.4
1031,5,Italian,9,Tue,Medium,21,33.7
1006,7,Fast Food,14,Sat,Medium,25,50.9
1091,5,Indian,19,Wed,High,23,52.6
1040,7,Fast Food,13,Wed,Medium,29,44.9
1098,4,Chinese,18,Mon,Low,11,12.0
1012,8,Indian,9,Tue,Low,17,31.6
1053,7,Fast Food,15,Mon,High,13,32.2
1071,6,Chinese,22,Sun,High,29,47.1
1010,1,Chinese,16,Fri,Medium,18,25.6
1045,4,Indian,22,Wed,Medium,29,43.8
1017,2,South Indian,14,Thu,Medium,28,39.7
1026,5,Italian,11,Sat,Medium,11,27.9
1085,8,Indian,20,Fri,Medium,25,47.7
1092,8,Chinese,20,Thu,Low,20,41.5
1062,7,Chinese,8,Fri,High,17,39.5
1046,1,Indian,11,Mon,High,21,32.4
1064,2,South Indian,11,Mon,Medium,12,16.2
1002,6,Italian,15,Sat,Medium,22,37.2
1054,2,Fast Food,11,Wed,Low,11,10.7
1065,1,Indian,11,Sun,Medium,22,32.2
1051,6,Italian,20,Sat,Medium,17,40.2
1053,2,Italian,9,Sun,Medium,24,30.9
1036,6,Chinese,19,Thu,Medium,30,46.5
1026,7,Fast Food,17,Fri,Medium,18,26.0
1029,7,Indian,14,Sat,High,20,53.9
1021,1,Chinese,22,Sun,Low,30,35.3
1011,1,Chinese,11,Tue,Medium,12,17.0
1040,6,South Indian,18,Tue,High,16,38.1
1011,3,Italian,13,Wed,Medium,23,41.3
1036,4,Indian,10,Sun,Medium,24,43.5
1059,8,Indian,14,Sat,Medium,18,45.7
1039,2,Indian,13,Thu,High,29,44.4
1099,2,Chinese,10,Tue,Low,20,28.7
1054,3,South Indian,11,Wed,Medium,16,26.0
1098,3,Fast Food,17,Sat,Low,21,26.0
1055,3,Chinese,21,Wed,Low,28,40.4
1024,5,Fast Food,12,Thu,Medium,27,43.3
1022,5,South Indian,16,Tue,Low,22,29.7
1069,6,Italian,21,Tue,High,20,50.1
1056,5,Indian,13,Tue,High,10,32.4
1033,7,Fast Food,20,Sun,Medium,15,37.0
1036,7,Chinese,11,Mon,Medium,30,52.0
1020,1,Fast Food,18,Sun,Medium,11,14.7
1083,8,Italian,18,Tue,High,22,40.6
1099,6,Indian,14,Fri,Medium,22,45.5
1081,8,Fast Food,9,Mon,Low,28,36.7
1062,2,Italian,11,Sat,High,18,37.1
1098,4,Chinese,12,Sun,Medium,28,40.8
1073,1,South Indian,11,Mon,Medium,10,22.0
1026,2,Chinese,11,Mon,High,17,29.9
1066,2,Indian,18,Sun,High,23,43.0
1073,6,Chinese,20,Sun,Medium,25,44.8
1073,3,Chinese,23,Mon,Medium,13,18.9
1040,3,Chinese,16,Wed,High,27,37.5
1017,8,Chinese,21,Fri,Low,23,38.5
1001,1,Indian,18,Thu,Medium,18,27.8
1089,3,Italian,20,Tue,Low,24,33.6
1061,2,Fast Food,9,Sun,High,12,18.8
1043,3,South Indian,13,Mon,Medium,13,24.3
1042,5,Fast Food,21,Thu,Low,27,38.1
1025,3,Fast Food,15,Sun,High,23,37.4
1039,2,South Indian,15,Wed,Medium,24,33.6
1035,8,Indian,18,Thu,High,17,41.6
1003,6,South Indian,14,Mon,Low,19,39.8
1044,1,Indian,17,Sat,Medium,21,35.0
1051,4,Fast Food,18,Fri,Medium,30,32.7
1094,3,Indian,11,Thu,Medium,18,31.8
1098,7,Italian,14,Sun,Medium,17,42.7
1012,7,South Indian,20,Mon,High,26,51.1
1019,8,Italian,23,Sun,Medium,18,40.4
1044,2,Fast Food,17,Mon,High,22,27.6
1059,4,South Indian,13,Tue,Low,23,37.2
1049,4,Fast Food,18,Sat,Low,14,17.5
1061,5,Italian,23,Tue,Low,18,26.3
1017,4,Fast Food,13,Sat,Medium,25,41.5
1074,7,South Indian,9,Fri,Medium,28,50.1
1057,6,South Indian,15,Tue,High,16,33.3
1055,2,Fast Food,15,Fri,Medium,21,19.9
1047,2,South Indian,21,Sun,Medium,11,29.0
1012,3,South Indian,18,Wed,Medium,27,36.0
1062,3,Fast Food,14,Wed,Low,27,33.9
1080,3,Italian,18,Sat,Low,25,34.5
1088,7,South Indian,16,Sat,Medium,20,40.4
1083,7,South Indian,15,Tue,Medium,11,27.7
1008,8,South Indian,21,Wed,High,23,48.8
1095,7,South Indian,16,Thu,Medium,13,30.7
1021,7,Fast Food,22,Thu,Medium,16,29.1
1081,7,Italian,16,Sun,Medium,11,30.5
1087,7,Italian,13,Thu,High,30,57.1
1080,6,Indian,9,Sun,Low,23,36.4
1070,7,South Indian,19,Wed,Medium,16,38.0
1072,8,South Indian,14,Thu,Medium,18,41.8
1025,4,Indian,10,Fri,High,17,35.1
1082,4,Italian,20,Mon,Low,18,27.8
1089,5,Chinese,14,Sat,Medium,16,30.9
1012,6,Chinese,16,Tue,Medium,28,42.1
1015,3,Italian,17,Sun,Medium,26,40.1
1059,1,South Indian,21,Fri,Low,22,29.7
1026,7,Chinese,17,Thu,Low,20,36.0
1026,5,Fast Food,9,Mon,Medium,27,33.9
1047,1,Fast Food,21,Tue,Medium,26,27.1
1032,8,Indian,20,Fri,Low,25,44.9
1010,4,Italian,13,Tue,Medium,19,42.7
1016,5,Italian,20,Sun,Low,13,35.9
1071,8,Chinese,13,Sun,High,13,45.7
1017,5,South Indian,16,Sat,Medium,20,33.7
1023,2,Italian,20,Wed,High,30,48.3
1026,8,Chinese,16,Sun,Medium,17,43.5
1085,4,Chinese,22,Thu,High,18,34.8
1086,4,Italian,20,Fri,Medium,25,41.1
1007,6,Chinese,12,Fri,Medium,19,37.8
1014,5,Indian,21,Mon,Medium,18,32.2
1079,7,Indian,12,Mon,Medium,12,27.6
1007,4,Italian,16,Mon,Medium,11,20.8
1009,5,South Indian,15,Tue,Low,18,29.0
1048,6,Indian,14,Thu,Low,22,38.1
1072,7,Indian,15,Tue,Medium,15,28.3
1059,8,Italian,13,Thu,Medium,13,35.3
1087,6,Fast Food,10,Fri,Low,23,27.4
1093,2,Chinese,14,Sun,Medium,20,35.4
1082,7,Indian,15,Sun,Medium,11,33.0
1095,5,Fast Food,22,Tue,High,12,27.9
1094,4,South Indian,15,Tue,Low,14,19.3
1039,4,Fast Food,8,Tue,Medium,16,20.5
1099,5,Italian,23,Wed,High,20,39.1
1018,5,South Indian,14,Sat,Medium,21,41.7
1059,5,South Indian,10,Thu,Low,20,26.2
1017,3,Fast Food,9,Sun,High,28,35.3
1014,7,Italian,21,Thu,Medium,22,43.1
1031,4,Indian,9,Tue,Medium,13,28.6
1024,7,Fast Food,21,Wed,High,23,44.4
1099,6,Indian,22,Tue,High,21,46.5
1060,4,Fast Food,21,Thu,Medium,11,23.7
1045,3,Indian,15,Sat,Low,17,25.8
1098,5,Fast Food,16,Sun,Medium,28,43.4
1003,2,South Indian,10,Sat,Low,22,25.0
1037,5,Chinese,21,Fri,Low,30,39.0
1043,8,South Indian,10,Wed,Medium,30,48.4
1040,5,Indian,13,Sat,High,10,35.6
1090,3,Italian,18,Wed,High,14,29.2
1055,7,South Indian,17,Tue,Medium,20,32.4
1087,4,Chinese,8,Fri,Medium,20,31.2
1039,5,Indian,13,Thu,Low,22,39.5
1015,4,South Indian,19,Sat,Low,11,27.1
1004,1,Fast Food,10,Sat,Low,28,24.4
1093,6,Italian,18,Mon,High,25,41.7
1086,7,Indian,23,Sun,Low,14,32.8
1025,4,South Indian,11,Thu,High,23,37.1
1013,2,Indian,16,Sat,Medium,28,38.9
1082,6,Fast Food,10,Sat,Low,14,22.4
1033,8,Chinese,8,Thu,Low,30,43.9
1016,8,South Indian,10,Fri,Medium,18,36.5
1042,2,Indian,14,Wed,High,21,42.1
1066,5,Indian,20,Thu,Medium,25,48.0
1055,6,Indian,14,Wed,Medium,28,49.0
1099,4,Chinese,18,Fri,Medium,24,38.2
1042,6,Indian,12,Fri,Medium,26,44.6
1034,5,Italian,21,Tue,High,24,50.6
1030,3,Italian,8,Mon,Medium,12,19.1
1013,7,Indian,18,Fri,Medium,26,44.3
1013,2,Italian,15,Fri,Medium,22,36.3
1018,5,South Indian,17,Wed,Medium,18,25.9
1032,3,Italian,15,Fri,Medium,22,37.8
1096,6,Indian,17,Thu,Low,25,43.0
1099,6,Fast Food,19,Tue,Medium,28,45.0
1039,5,South Indian,17,Tue,High,23,36.0
1046,4,Chinese,20,Thu,Medium,17,32.6
1029,6,Indian,17,Sat,Low,28,46.2
1062,4,Chinese,9,Fri,High,12,24.2
1093,4,Fast Food,17,Sun,Low,30,37.2
1062,7,Chinese,10,Mon,Low,27,39.9
1057,4,Indian,11,Fri,Low,25,32.5
1016,1,Indian,8,Tue,Medium,23,27.4
1056,7,Fast Food,11,Mon,Medium,25,41.0
1010,3,Indian,23,Sun,Medium,26,42.7
1030,3,Fast Food,12,Sat,Medium,29,35.9
1025,6,Fast Food,10,Wed,Medium,20,29.9
1084,6,Indian,21,Wed,High,22,48.0
1005,4,Italian,18,Sun,Low,20,25.8
1065,7,Fast Food,22,Fri,High,13,33.5
1094,7,Indian,17,Fri,Medium,23,42.3
1049,1,Italian,23,Mon,Medium,14,23.7
1003,4,Fast Food,9,Mon,Medium,13,17.8
1045,1,Italian,20,Sat,Medium,10,25.1
1014,8,South Indian,13,Fri,Low,23,42.4
1030,4,South Indian,15,Tue,High,16,34.3
1068,2,Italian,14,Wed,Low,19,34.0
1018,2,Fast Food,18,Sat,Low,11,11.6
1062,5,Indian,21,Mon,Medium,19,38.0
1037,4,Chinese,8,Tue,Medium,12,22.5
1025,7,Indian,11,Fri,Low,30,42.8
1048,6,Chinese,10,Thu,High,17,44.7
1065,3,Chinese,13,Mon,High,19,33.4
1053,5,Fast Food,16,Sat,Medium,17,36.1
1079,6,Italian,16,Thu,Medium,23,40.7
1073,2,Indian,14,Tue,Medium,27,41.4
1015,4,Italian,22,Sun,Medium,18,30.7
1049,5,South Indian,19,Wed,Medium,18,34.9
1088,4,Fast Food,16,Sun,High,13,25.5
1068,2,Fast Food,15,Sun,High,12,26.7
1012,5,South Indian,12,Sun,High,23,44.9
1059,2,Indian,16,Tue,Low,23,33.6
1037,1,South Indian,21,Wed,Low,30,34.9
1061,2,Indian,14,Tue,Low,25,36.0
1043,7,Chinese,12,Sun,Medium,14,33.3
1070,7,Fast Food,23,Mon,Medium,29,39.5
1039,4,Indian,22,Sun,Medium,24,37.1
1056,3,Italian,15,Mon,Medium,30,42.6
1063,2,Italian,22,Sat,High,18,35.6
1046,6,Fast Food,14,Sun,Medium,16,33.7
1088,7,South Indian,16,Thu,High,22,44.1
1011,8,South Indian,17,Tue,Low,17,29.2
1062,3,Indian,8,Sun,Low,21,31.4
1077,1,South Indian,22,Tue,High,13,25.4
1098,5,Fast Food,20,Sun,Medium,25,44.0
1025,5,Indian,16,Thu,Medium,15,34.6
1071,7,Chinese,22,Sun,Low,14,26.3
1052,3,South Indian,14,Fri,Low,10,16.5
1004,7,South Indian,8,Sat,Medium,23,38.1
1059,5,Indian,8,Tue,High,18,36.1
1072,8,Italian,12,Sat,High,27,53.4
1020,2,South Indian,15,Tue,Medium,15,22.9
1093,3,Fast Food,16,Tue,Medium,24,31.9
1063,4,South Indian,19,Fri,High,25,44.0
1054,2,Chinese,13,Sun,Medium,17,34.3
1074,2,South Indian,19,Mon,Medium,28,43.4
1098,2,Italian,20,Sat,High,14,34.2
1057,4,South Indian,17,Thu,High,23,37.4
1090,8,Indian,19,Sat,High,16,49.6
1041,1,South Indian,15,Sun,Low,13,11.8
1003,8,Italian,22,Fri,Medium,30,50.9
1006,8,Indian,13,Wed,High,10,36.8
1005,8,Fast Food,18,Wed,Low,13,24.8
1005,6,Indian,13,Fri,High,23,48.5
1054,7,Chinese,11,Sun,Low,25,39.1
1047,5,Indian,18,Fri,High,16,33.1
1087,7,Fast Food,12,Mon,Medium,19,32.2
1049,3,South Indian,23,Sat,Low,19,28.0
1009,8,Indian,21,Sun,Medium,13,40.0
1099,1,Indian,9,Sat,Medium,21,37.2
1020,3,Indian,10,Wed,Medium,15,26.5
1061,7,Indian,10,Sun,Medium,22,43.6
1035,5,Fast Food,21,Thu,High,30,48.2
1050,4,Italian,19,Sat,Medium,10,28.2
1082,7,Italian,18,Tue,Medium,17,31.6
1062,2,Indian,12,Tue,Low,25,29.5
1017,7,Fast Food,21,Mon,High,14,37.5
1088,2,Fast Food,12,Sun,Low,16,12.0
1003,4,Indian,13,Mon,Medium,12,25.7
1032,7,Chinese,12,Sun,High,30,52.8
1099,1,Indian,19,Wed,Low,11,14.4
1013,1,Chinese,13,Thu,Medium,11,17.5
1089,3,Indian,15,Thu,Low,29,38.8
1073,4,Chinese,22,Fri,High,19,33.9
1068,8,Chinese,9,Mon,Medium,29,44.9
1014,1,Indian,11,Sun,High,18,34.2
1098,7,Chinese,20,Sat,High,27,56.9
1011,4,South Indian,23,Tue,Medium,15,28.7
1056,5,Italian,13,Sat,Medium,29,45.7
1067,2,Fast Food,19,Tue,Medium,15,19.8
1092,7,Chinese,12,Wed,Medium,19,33.8
1029,2,Chinese,8,Tue,Medium,18,26.8
1009,2,Fast Food,16,Sat,High,18,37.3
1067,8,Chinese,10,Sat,Medium,12,35.2
1025,4,Fast Food,9,Thu,Medium,21,26.4
1098,4,Indian,16,Sun,Medium,20,32.6
1076,3,South Indian,14,Thu,Medium,23,32.4
1042,2,South Indian,12,Mon,Low,28,33.3
1009,3,Italian,19,Sat,Medium,19,35.0
1079,8,Chinese,13,Sun,Medium,28,53.3
1040,2,Italian,19,Wed,Medium,14,32.6
1025,3,Indian,18,Tue,Medium,18,24.3
1005,3,South Indian,23,Mon,Medium,10,19.2
1011,5,Indian,11,Fri,High,24,41.3
1059,3,Indian,8,Fri,High,13,34.3
1098,4,Chinese,11,Sun,Medium,16,27.4
1088,3,Indian,16,Tue,Low,15,24.4
1079,2,South Indian,8,Tue,High,24,30.2
1038,3,Italian,17,Sun,Medium,15,33.1
1072,1,South Indian,10,Tue,Medium,16,23.6
1005,6,Chinese,22,Thu,Low,29,38.1
1048,2,South Indian,22,Tue,Low,12,15.8
1090,1,Fast Food,12,Fri,Low,30,29.7
1018,8,Italian,14,Tue,Low,22,42.9
1070,2,Fast Food,16,Sat,High,11,20.4
1037,4,Fast Food,13,Sun,Medium,12,25.9
1060,6,Chinese,10,Wed,Medium,22,37.1
1048,6,Indian,20,Fri,High,18,45.0
1077,4,Fast Food,14,Wed,High,28,45.5
1028,6,South Indian,22,Fri,High,27,42.7
1069,4,Indian,21,Mon,High,14,35.3
1077,1,South Indian,11,Sat,Medium,19,25.6
1081,8,South Indian,10,Fri,High,23,46.8
1040,5,Indian,21,Sat,Medium,30,48.4
1045,2,Indian,14,Fri,Low,26,37.1
1096,4,South Indian,18,Wed,Medium,12,24.5
1062,2,Chinese,18,Wed,Medium,16,23.7
1093,8,Italian,14,Sun,High,18,50.6
1058,1,Italian,11,Fri,Medium,14,19.9
1067,5,Chinese,19,Fri,Medium,13,31.2
1056,8,Indian,14,Thu,Low,12,32.1
1040,1,South Indian,18,Sat,Medium,22,29.3
1098,6,Italian,21,Sat,Low,18,36.5
1040,2,South Indian,9,Sat,Medium,16,25.1
1091,7,Chinese,8,Sat,High,17,40.6
1077,5,South Indian,19,Mon,Low,19,28.5
1033,6,Chinese,22,Mon,Medium,10,20.3
1006,8,Indian,23,Tue,Low,29,45.6
1088,5,Chinese,9,Fri,Low,30,40.8
1019,6,Chinese,11,Fri,Medium,30,49.5
1080,1,Italian,15,Fri,Low,10,16.1
1040,4,South Indian,10,Fri,Medium,28,40.9
1092,2,Italian,22,Sat,Low,11,19.3
1097,3,Fast Food,17,Sat,Low,21,24.8
1059,3,Chinese,22,Mon,Medium,22,29.0
1059,1,Fast Food,13,Wed,Medium,23,26.1
1048,8,Italian,13,Thu,Low,14,35.0
1041,2,South Indian,20,Sat,Medium,12,24.1
1013,8,Italian,16,Sat,High,26,53.1
1045,2,South Indian,16,Sun,Medium,10,12.1
1089,1,South Indian,11,Sat,Low,23,28.2
1053,2,Indian,16,Wed,Medium,15,21.5
1042,4,Chinese,22,Wed,Medium,26,32.9
1100,8,Italian,22,Mon,Low,13,30.6
1063,1,South Indian,20,Sat,High,15,35.7
